,o,d,Run,Buckets,issues,l_steps,CI2,n_agents,p
1646,0.4,0.6499999999999999,3,1,3,1500,True,100,0.2
1645,0.4,0.6499999999999999,3,1,3,1500,True,100,0.2
1644,0.4,0.6499999999999999,3,1,3,1500,True,100,0.2
1643,0.4,0.6499999999999999,3,1,3,1500,True,100,0.2
1642,0.4,0.6499999999999999,3,1,3,1500,True,100,0.2
1641,0.4,0.6499999999999999,3,1,3,1500,True,100,0.2
1640,0.4,0.6499999999999999,3,1,3,1500,True,100,0.2
1639,0.4,0.6499999999999999,3,1,3,1500,True,100,0.2
1638,0.4,0.6,3,1,3,1500,True,100,0.2
1637,0.4,0.6499999999999999,3,1,3,1500,True,100,0.2
1596,0.4,0.55,3,1,3,1500,True,100,0.2
1636,0.4,0.6,3,1,3,1500,True,100,0.2
1634,0.4,0.6,3,2,3,1500,True,100,0.2
1633,0.4,0.6,3,1,3,1500,True,100,0.2
1632,0.4,0.6,3,1,3,1500,True,100,0.2
1631,0.4,0.6,3,1,3,1500,True,100,0.2
1630,0.4,0.6,3,1,3,1500,True,100,0.2
1629,0.4,0.6,3,1,3,1500,True,100,0.2
1628,0.4,0.55,3,2,3,1500,True,100,0.2
1627,0.4,0.6,3,3,3,1500,True,100,0.2
1626,0.4,0.6,3,1,3,1500,True,100,0.2
1625,0.4,0.6,3,1,3,1500,True,100,0.2
1624,0.4,0.6,3,1,3,1500,True,100,0.2
1635,0.4,0.6,3,1,3,1500,True,100,0.2
1648,0.4,0.6499999999999999,3,1,3,1500,True,100,0.2
1595,0.4,0.5,3,2,3,1500,True,100,0.2
1593,0.4,0.45,3,2,3,1500,True,100,0.2
1564,0.4,0.45,3,1,3,1500,True,100,0.2
1563,0.4,0.45,3,1,3,1500,True,100,0.2
1562,0.4,0.45,3,1,3,1500,True,100,0.2
1561,0.4,0.45,3,1,3,1500,True,100,0.2
1560,0.4,0.45,3,2,3,1500,True,100,0.2
1559,0.35000000000000003,0.8999999999999999,3,1,3,1500,True,100,0.2
1558,0.35000000000000003,0.8999999999999999,3,1,3,1500,True,100,0.2
1557,0.35000000000000003,0.8999999999999999,3,1,3,1500,True,100,0.2
1556,0.4,0.4,3,97,3,1500,True,100,0.2
1555,0.4,0.4,3,95,3,1500,True,100,0.2
1554,0.4,0.4,3,95,3,1500,True,100,0.2
1553,0.35000000000000003,0.8999999999999999,3,1,3,1500,True,100,0.2
1552,0.4,0.4,3,94,3,1500,True,100,0.2
1551,0.4,0.4,3,95,3,1500,True,100,0.2
1550,0.4,0.4,3,96,3,1500,True,100,0.2
1549,0.35000000000000003,0.8999999999999999,3,1,3,1500,True,100,0.2
1548,0.35000000000000003,0.8999999999999999,3,1,3,1500,True,100,0.2
1547,0.4,0.4,3,95,3,1500,True,100,0.2
1546,0.4,0.4,3,95,3,1500,True,100,0.2
1545,0.4,0.4,3,91,3,1500,True,100,0.2
1544,0.4,0.4,3,95,3,1500,True,100,0.2
1543,0.4,0.4,3,97,3,1500,True,100,0.2
1542,0.4,0.4,3,99,3,1500,True,100,0.2
1565,0.4,0.45,3,1,3,1500,True,100,0.2
1566,0.4,0.45,3,1,3,1500,True,100,0.2
1567,0.4,0.45,3,1,3,1500,True,100,0.2
1568,0.4,0.45,3,1,3,1500,True,100,0.2
1592,0.4,0.5,3,2,3,1500,True,100,0.2
1591,0.4,0.5,3,1,3,1500,True,100,0.2
1590,0.4,0.5,3,1,3,1500,True,100,0.2
1589,0.4,0.5,3,1,3,1500,True,100,0.2
1588,0.4,0.5,3,1,3,1500,True,100,0.2
1587,0.4,0.5,3,1,3,1500,True,100,0.2
1586,0.4,0.5,3,1,3,1500,True,100,0.2
1585,0.4,0.5,3,1,3,1500,True,100,0.2
1584,0.4,0.5,3,1,3,1500,True,100,0.2
1583,0.4,0.5,3,1,3,1500,True,100,0.2
1582,0.4,0.5,3,1,3,1500,True,100,0.2
1594,0.4,0.55,3,1,3,1500,True,100,0.2
1581,0.4,0.5,3,1,3,1500,True,100,0.2
1579,0.4,0.5,3,1,3,1500,True,100,0.2
1578,0.4,0.5,3,1,3,1500,True,100,0.2
1577,0.4,0.45,3,1,3,1500,True,100,0.2
1576,0.4,0.45,3,1,3,1500,True,100,0.2
1575,0.4,0.45,3,1,3,1500,True,100,0.2
1574,0.4,0.45,3,1,3,1500,True,100,0.2
1573,0.4,0.45,3,1,3,1500,True,100,0.2
1572,0.4,0.45,3,1,3,1500,True,100,0.2
1571,0.4,0.45,3,1,3,1500,True,100,0.2
1570,0.4,0.45,3,1,3,1500,True,100,0.2
1569,0.4,0.45,3,1,3,1500,True,100,0.2
1580,0.4,0.5,3,1,3,1500,True,100,0.2
1541,0.4,0.4,3,94,3,1500,True,100,0.2
1649,0.4,0.5,3,2,3,1500,True,100,0.2
1651,0.4,0.6499999999999999,3,1,3,1500,True,100,0.2
1729,0.4,0.8499999999999999,3,2,3,1500,True,100,0.2
1728,0.4,0.8499999999999999,3,1,3,1500,True,100,0.2
1727,0.4,0.8499999999999999,3,1,3,1500,True,100,0.2
1726,0.4,0.8499999999999999,3,1,3,1500,True,100,0.2
1725,0.4,0.8499999999999999,3,1,3,1500,True,100,0.2
1724,0.4,0.8499999999999999,3,1,3,1500,True,100,0.2
1723,0.4,0.8499999999999999,3,1,3,1500,True,100,0.2
1722,0.4,0.8499999999999999,3,1,3,1500,True,100,0.2
1721,0.4,0.8499999999999999,3,1,3,1500,True,100,0.2
1720,0.4,0.7999999999999999,3,1,3,1500,True,100,0.2
1719,0.4,0.7999999999999999,3,1,3,1500,True,100,0.2
1718,0.4,0.8499999999999999,3,1,3,1500,True,100,0.2
1717,0.4,0.7999999999999999,3,1,3,1500,True,100,0.2
1716,0.4,0.7999999999999999,3,1,3,1500,True,100,0.2
1715,0.4,0.7999999999999999,3,1,3,1500,True,100,0.2
1714,0.4,0.7999999999999999,3,1,3,1500,True,100,0.2
1713,0.4,0.7999999999999999,3,1,3,1500,True,100,0.2
1712,0.4,0.7999999999999999,3,1,3,1500,True,100,0.2
1711,0.4,0.7999999999999999,3,1,3,1500,True,100,0.2
1710,0.4,0.7999999999999999,3,1,3,1500,True,100,0.2
1709,0.4,0.7999999999999999,3,1,3,1500,True,100,0.2
1708,0.4,0.7999999999999999,3,1,3,1500,True,100,0.2
1707,0.4,0.7999999999999999,3,1,3,1500,True,100,0.2
1730,0.4,0.8499999999999999,3,1,3,1500,True,100,0.2
1731,0.4,0.8499999999999999,3,2,3,1500,True,100,0.2
1732,0.4,0.8499999999999999,3,1,3,1500,True,100,0.2
1733,0.4,0.8499999999999999,3,1,3,1500,True,100,0.2
1757,0.4,0.8999999999999999,3,1,3,1500,True,100,0.2
1756,0.4,0.8999999999999999,3,1,3,1500,True,100,0.2
1755,0.4,0.8999999999999999,3,1,3,1500,True,100,0.2
1754,0.4,0.8999999999999999,3,1,3,1500,True,100,0.2
1753,0.4,0.8999999999999999,3,1,3,1500,True,100,0.2
1752,0.4,0.8999999999999999,3,1,3,1500,True,100,0.2
1751,0.4,0.8999999999999999,3,1,3,1500,True,100,0.2
1750,0.4,0.8999999999999999,3,1,3,1500,True,100,0.2
1749,0.4,0.8999999999999999,3,1,3,1500,True,100,0.2
1748,0.4,0.8999999999999999,3,1,3,1500,True,100,0.2
1747,0.4,0.8999999999999999,3,1,3,1500,True,100,0.2
1706,0.4,0.7999999999999999,3,1,3,1500,True,100,0.2
1746,0.4,0.8999999999999999,3,1,3,1500,True,100,0.2
1744,0.4,0.8999999999999999,3,1,3,1500,True,100,0.2
1743,0.4,0.8499999999999999,3,1,3,1500,True,100,0.2
1742,0.4,0.8999999999999999,3,1,3,1500,True,100,0.2
1741,0.4,0.8999999999999999,3,1,3,1500,True,100,0.2
1740,0.4,0.8999999999999999,3,1,3,1500,True,100,0.2
1739,0.4,0.8499999999999999,3,1,3,1500,True,100,0.2
1738,0.4,0.8999999999999999,3,1,3,1500,True,100,0.2
1737,0.4,0.8499999999999999,3,1,3,1500,True,100,0.2
1736,0.4,0.8499999999999999,3,1,3,1500,True,100,0.2
1735,0.4,0.8499999999999999,3,1,3,1500,True,100,0.2
1734,0.4,0.8499999999999999,3,1,3,1500,True,100,0.2
1745,0.4,0.8999999999999999,3,1,3,1500,True,100,0.2
1650,0.4,0.6499999999999999,3,1,3,1500,True,100,0.2
1705,0.4,0.7999999999999999,3,1,3,1500,True,100,0.2
1703,0.4,0.7999999999999999,3,1,3,1500,True,100,0.2
1674,0.4,0.7,3,1,3,1500,True,100,0.2
1673,0.4,0.7,3,1,3,1500,True,100,0.2
1672,0.4,0.7,3,1,3,1500,True,100,0.2
1671,0.4,0.7,3,1,3,1500,True,100,0.2
1670,0.4,0.7,3,1,3,1500,True,100,0.2
1669,0.4,0.7,3,1,3,1500,True,100,0.2
1668,0.4,0.7,3,2,3,1500,True,100,0.2
1667,0.4,0.7,3,1,3,1500,True,100,0.2
1666,0.4,0.7,3,1,3,1500,True,100,0.2
1665,0.4,0.7,3,1,3,1500,True,100,0.2
1664,0.4,0.7,3,1,3,1500,True,100,0.2
1663,0.4,0.7,3,1,3,1500,True,100,0.2
1662,0.4,0.7,3,1,3,1500,True,100,0.2
1661,0.4,0.7,3,1,3,1500,True,100,0.2
1660,0.4,0.7,3,1,3,1500,True,100,0.2
1659,0.4,0.7,3,1,3,1500,True,100,0.2
1658,0.4,0.6499999999999999,3,1,3,1500,True,100,0.2
1657,0.4,0.6499999999999999,3,2,3,1500,True,100,0.2
1656,0.4,0.6499999999999999,3,1,3,1500,True,100,0.2
1655,0.4,0.6499999999999999,3,1,3,1500,True,100,0.2
1654,0.4,0.6499999999999999,3,1,3,1500,True,100,0.2
1653,0.4,0.6499999999999999,3,1,3,1500,True,100,0.2
1652,0.4,0.6499999999999999,3,1,3,1500,True,100,0.2
1675,0.4,0.7,3,1,3,1500,True,100,0.2
1676,0.4,0.7,3,1,3,1500,True,100,0.2
1677,0.4,0.7,3,1,3,1500,True,100,0.2
1678,0.4,0.75,3,1,3,1500,True,100,0.2
1702,0.4,0.7999999999999999,3,2,3,1500,True,100,0.2
1701,0.4,0.7999999999999999,3,1,3,1500,True,100,0.2
1700,0.4,0.7999999999999999,3,1,3,1500,True,100,0.2
1699,0.4,0.75,3,2,3,1500,True,100,0.2
1698,0.4,0.75,3,1,3,1500,True,100,0.2
1697,0.4,0.75,3,1,3,1500,True,100,0.2
1696,0.4,0.75,3,1,3,1500,True,100,0.2
1695,0.4,0.75,3,1,3,1500,True,100,0.2
1694,0.4,0.75,3,1,3,1500,True,100,0.2
1693,0.4,0.75,3,1,3,1500,True,100,0.2
1692,0.4,0.75,3,1,3,1500,True,100,0.2
1704,0.4,0.7999999999999999,3,1,3,1500,True,100,0.2
1691,0.4,0.75,3,1,3,1500,True,100,0.2
1689,0.4,0.75,3,1,3,1500,True,100,0.2
1688,0.4,0.75,3,1,3,1500,True,100,0.2
1687,0.4,0.75,3,1,3,1500,True,100,0.2
1686,0.4,0.75,3,1,3,1500,True,100,0.2
1685,0.4,0.75,3,1,3,1500,True,100,0.2
1684,0.4,0.75,3,1,3,1500,True,100,0.2
1683,0.4,0.75,3,2,3,1500,True,100,0.2
1682,0.4,0.6,3,2,3,1500,True,100,0.2
1681,0.4,0.75,3,1,3,1500,True,100,0.2
1680,0.4,0.7,3,1,3,1500,True,100,0.2
1679,0.4,0.75,3,1,3,1500,True,100,0.2
1690,0.4,0.75,3,1,3,1500,True,100,0.2
1320,0.35000000000000003,0.4,3,2,3,1500,True,100,0.2
1540,0.4,0.4,3,95,3,1500,True,100,0.2
1538,0.4,0.4,3,96,3,1500,True,100,0.2
1399,0.35000000000000003,0.5,3,2,3,1500,True,100,0.2
1398,0.35000000000000003,0.6,3,1,3,1500,True,100,0.2
1397,0.35000000000000003,0.6,3,1,3,1500,True,100,0.2
1396,0.35000000000000003,0.6,3,1,3,1500,True,100,0.2
1395,0.35000000000000003,0.6,3,1,3,1500,True,100,0.2
1394,0.35000000000000003,0.55,3,1,3,1500,True,100,0.2
1393,0.35000000000000003,0.55,3,1,3,1500,True,100,0.2
1392,0.35000000000000003,0.5,3,3,3,1500,True,100,0.2
1391,0.35000000000000003,0.55,3,1,3,1500,True,100,0.2
1390,0.35000000000000003,0.55,3,2,3,1500,True,100,0.2
1389,0.35000000000000003,0.55,3,1,3,1500,True,100,0.2
1388,0.35000000000000003,0.55,3,1,3,1500,True,100,0.2
1387,0.35000000000000003,0.55,3,1,3,1500,True,100,0.2
1386,0.35000000000000003,0.55,3,1,3,1500,True,100,0.2
1385,0.35000000000000003,0.55,3,1,3,1500,True,100,0.2
1384,0.35000000000000003,0.55,3,1,3,1500,True,100,0.2
1383,0.35000000000000003,0.55,3,1,3,1500,True,100,0.2
1382,0.35000000000000003,0.55,3,1,3,1500,True,100,0.2
1381,0.35000000000000003,0.5,3,2,3,1500,True,100,0.2
1380,0.35000000000000003,0.5,3,2,3,1500,True,100,0.2
1379,0.35000000000000003,0.55,3,1,3,1500,True,100,0.2
1378,0.35000000000000003,0.5,3,2,3,1500,True,100,0.2
1377,0.35000000000000003,0.55,3,1,3,1500,True,100,0.2
1400,0.35000000000000003,0.6,3,2,3,1500,True,100,0.2
1401,0.35000000000000003,0.6,3,1,3,1500,True,100,0.2
1402,0.35000000000000003,0.6,3,1,3,1500,True,100,0.2
1403,0.35000000000000003,0.6,3,1,3,1500,True,100,0.2
1427,0.35000000000000003,0.6499999999999999,3,1,3,1500,True,100,0.2
1426,0.35000000000000003,0.6499999999999999,3,1,3,1500,True,100,0.2
1425,0.35000000000000003,0.6499999999999999,3,1,3,1500,True,100,0.2
1424,0.35000000000000003,0.6499999999999999,3,1,3,1500,True,100,0.2
1423,0.35000000000000003,0.6499999999999999,3,2,3,1500,True,100,0.2
1422,0.35000000000000003,0.55,3,2,3,1500,True,100,0.2
1421,0.35000000000000003,0.6499999999999999,3,1,3,1500,True,100,0.2
1420,0.35000000000000003,0.6499999999999999,3,1,3,1500,True,100,0.2
1419,0.35000000000000003,0.6499999999999999,3,1,3,1500,True,100,0.2
1418,0.35000000000000003,0.5,3,2,3,1500,True,100,0.2
1417,0.35000000000000003,0.6499999999999999,3,2,3,1500,True,100,0.2
1376,0.35000000000000003,0.55,3,2,3,1500,True,100,0.2
1416,0.35000000000000003,0.6499999999999999,3,2,3,1500,True,100,0.2
1414,0.35000000000000003,0.6,3,1,3,1500,True,100,0.2
1413,0.35000000000000003,0.6,3,1,3,1500,True,100,0.2
1412,0.35000000000000003,0.6,3,2,3,1500,True,100,0.2
1411,0.35000000000000003,0.6,3,2,3,1500,True,100,0.2
1410,0.35000000000000003,0.6,3,1,3,1500,True,100,0.2
1409,0.35000000000000003,0.6,3,1,3,1500,True,100,0.2
1408,0.35000000000000003,0.6,3,1,3,1500,True,100,0.2
1407,0.35000000000000003,0.6,3,1,3,1500,True,100,0.2
1406,0.35000000000000003,0.6,3,1,3,1500,True,100,0.2
1405,0.35000000000000003,0.6,3,3,3,1500,True,100,0.2
1404,0.35000000000000003,0.6,3,1,3,1500,True,100,0.2
1415,0.35000000000000003,0.6,3,1,3,1500,True,100,0.2
1428,0.35000000000000003,0.6499999999999999,3,2,3,1500,True,100,0.2
1375,0.35000000000000003,0.55,3,1,3,1500,True,100,0.2
1373,0.35000000000000003,0.55,3,1,3,1500,True,100,0.2
1344,0.35000000000000003,0.45,3,2,3,1500,True,100,0.2
1343,0.35000000000000003,0.45,3,1,3,1500,True,100,0.2
1342,0.35000000000000003,0.4,3,2,3,1500,True,100,0.2
1341,0.35000000000000003,0.45,3,1,3,1500,True,100,0.2
1340,0.35000000000000003,0.4,3,2,3,1500,True,100,0.2
1339,0.35000000000000003,0.4,3,2,3,1500,True,100,0.2
1338,0.35000000000000003,0.4,3,2,3,1500,True,100,0.2
1337,0.35000000000000003,0.45,3,2,3,1500,True,100,0.2
1336,0.35000000000000003,0.45,3,1,3,1500,True,100,0.2
1335,0.35000000000000003,0.4,3,2,3,1500,True,100,0.2
1334,0.35000000000000003,0.4,3,2,3,1500,True,100,0.2
1333,0.35000000000000003,0.4,3,2,3,1500,True,100,0.2
1332,0.35000000000000003,0.4,3,2,3,1500,True,100,0.2
1331,0.35000000000000003,0.4,3,1,3,1500,True,100,0.2
1330,0.35000000000000003,0.4,3,3,3,1500,True,100,0.2
1329,0.35000000000000003,0.4,3,2,3,1500,True,100,0.2
1328,0.35000000000000003,0.4,3,1,3,1500,True,100,0.2
1327,0.35000000000000003,0.4,3,2,3,1500,True,100,0.2
1326,0.35000000000000003,0.4,3,2,3,1500,True,100,0.2
1325,0.35000000000000003,0.4,3,2,3,1500,True,100,0.2
1324,0.35000000000000003,0.4,3,1,3,1500,True,100,0.2
1323,0.35000000000000003,0.4,3,2,3,1500,True,100,0.2
1322,0.35000000000000003,0.4,3,2,3,1500,True,100,0.2
1345,0.35000000000000003,0.45,3,2,3,1500,True,100,0.2
1346,0.35000000000000003,0.45,3,2,3,1500,True,100,0.2
1347,0.35000000000000003,0.45,3,2,3,1500,True,100,0.2
1348,0.35000000000000003,0.45,3,2,3,1500,True,100,0.2
1372,0.35000000000000003,0.5,3,2,3,1500,True,100,0.2
1371,0.35000000000000003,0.5,3,2,3,1500,True,100,0.2
1370,0.35000000000000003,0.5,3,1,3,1500,True,100,0.2
1369,0.35000000000000003,0.5,3,2,3,1500,True,100,0.2
1368,0.35000000000000003,0.5,3,3,3,1500,True,100,0.2
1367,0.35000000000000003,0.45,3,2,3,1500,True,100,0.2
1366,0.35000000000000003,0.5,3,1,3,1500,True,100,0.2
1365,0.35000000000000003,0.5,3,1,3,1500,True,100,0.2
1364,0.35000000000000003,0.45,3,2,3,1500,True,100,0.2
1363,0.35000000000000003,0.5,3,1,3,1500,True,100,0.2
1362,0.35000000000000003,0.45,3,2,3,1500,True,100,0.2
1374,0.35000000000000003,0.5,3,2,3,1500,True,100,0.2
1361,0.35000000000000003,0.5,3,1,3,1500,True,100,0.2
1359,0.35000000000000003,0.5,3,1,3,1500,True,100,0.2
1358,0.35000000000000003,0.45,3,2,3,1500,True,100,0.2
1357,0.35000000000000003,0.45,3,2,3,1500,True,100,0.2
1356,0.35000000000000003,0.5,3,1,3,1500,True,100,0.2
1355,0.35000000000000003,0.45,3,2,3,1500,True,100,0.2
1354,0.35000000000000003,0.5,3,1,3,1500,True,100,0.2
1353,0.35000000000000003,0.45,3,2,3,1500,True,100,0.2
1352,0.35000000000000003,0.45,3,1,3,1500,True,100,0.2
1351,0.35000000000000003,0.45,3,2,3,1500,True,100,0.2
1350,0.35000000000000003,0.45,3,2,3,1500,True,100,0.2
1349,0.35000000000000003,0.45,3,2,3,1500,True,100,0.2
1360,0.35000000000000003,0.5,3,3,3,1500,True,100,0.2
1539,0.4,0.4,3,93,3,1500,True,100,0.2
1429,0.35000000000000003,0.6499999999999999,3,1,3,1500,True,100,0.2
1431,0.35000000000000003,0.6499999999999999,3,1,3,1500,True,100,0.2
1509,0.35000000000000003,0.8499999999999999,3,1,3,1500,True,100,0.2
1508,0.35000000000000003,0.8499999999999999,3,1,3,1500,True,100,0.2
1507,0.35000000000000003,0.8499999999999999,3,1,3,1500,True,100,0.2
1506,0.35000000000000003,0.8499999999999999,3,1,3,1500,True,100,0.2
1505,0.35000000000000003,0.8499999999999999,3,1,3,1500,True,100,0.2
1504,0.35000000000000003,0.8499999999999999,3,1,3,1500,True,100,0.2
1503,0.35000000000000003,0.8499999999999999,3,1,3,1500,True,100,0.2
1502,0.35000000000000003,0.8499999999999999,3,1,3,1500,True,100,0.2
1501,0.35000000000000003,0.8499999999999999,3,1,3,1500,True,100,0.2
1500,0.35000000000000003,0.8499999999999999,3,1,3,1500,True,100,0.2
1499,0.35000000000000003,0.7999999999999999,3,1,3,1500,True,100,0.2
1498,0.35000000000000003,0.7999999999999999,3,1,3,1500,True,100,0.2
1497,0.35000000000000003,0.7999999999999999,3,1,3,1500,True,100,0.2
1496,0.35000000000000003,0.7999999999999999,3,1,3,1500,True,100,0.2
1495,0.35000000000000003,0.7999999999999999,3,1,3,1500,True,100,0.2
1494,0.35000000000000003,0.7999999999999999,3,1,3,1500,True,100,0.2
1493,0.35000000000000003,0.7999999999999999,3,1,3,1500,True,100,0.2
1492,0.35000000000000003,0.7999999999999999,3,1,3,1500,True,100,0.2
1491,0.35000000000000003,0.7999999999999999,3,1,3,1500,True,100,0.2
1490,0.35000000000000003,0.7999999999999999,3,1,3,1500,True,100,0.2
1489,0.35000000000000003,0.7999999999999999,3,1,3,1500,True,100,0.2
1488,0.35000000000000003,0.7999999999999999,3,1,3,1500,True,100,0.2
1487,0.35000000000000003,0.7999999999999999,3,1,3,1500,True,100,0.2
1510,0.35000000000000003,0.8499999999999999,3,1,3,1500,True,100,0.2
1511,0.35000000000000003,0.8499999999999999,3,1,3,1500,True,100,0.2
1512,0.35000000000000003,0.8499999999999999,3,1,3,1500,True,100,0.2
1513,0.35000000000000003,0.8499999999999999,3,1,3,1500,True,100,0.2
1537,0.4,0.4,3,92,3,1500,True,100,0.2
1536,0.4,0.4,3,93,3,1500,True,100,0.2
1535,0.4,0.4,3,94,3,1500,True,100,0.2
1534,0.4,0.4,3,95,3,1500,True,100,0.2
1533,0.35000000000000003,0.8999999999999999,3,1,3,1500,True,100,0.2
1532,0.35000000000000003,0.8999999999999999,3,1,3,1500,True,100,0.2
1531,0.35000000000000003,0.8999999999999999,3,1,3,1500,True,100,0.2
1530,0.35000000000000003,0.8999999999999999,3,1,3,1500,True,100,0.2
1529,0.35000000000000003,0.8999999999999999,3,1,3,1500,True,100,0.2
1528,0.35000000000000003,0.8999999999999999,3,2,3,1500,True,100,0.2
1527,0.35000000000000003,0.8999999999999999,3,1,3,1500,True,100,0.2
1486,0.35000000000000003,0.7999999999999999,3,1,3,1500,True,100,0.2
1526,0.35000000000000003,0.8999999999999999,3,1,3,1500,True,100,0.2
1524,0.35000000000000003,0.8999999999999999,3,1,3,1500,True,100,0.2
1523,0.35000000000000003,0.8999999999999999,3,1,3,1500,True,100,0.2
1522,0.35000000000000003,0.8999999999999999,3,1,3,1500,True,100,0.2
1521,0.35000000000000003,0.8999999999999999,3,1,3,1500,True,100,0.2
1520,0.35000000000000003,0.8499999999999999,3,1,3,1500,True,100,0.2
1519,0.35000000000000003,0.8999999999999999,3,1,3,1500,True,100,0.2
1518,0.35000000000000003,0.8499999999999999,3,1,3,1500,True,100,0.2
1517,0.35000000000000003,0.8499999999999999,3,1,3,1500,True,100,0.2
1516,0.35000000000000003,0.8499999999999999,3,1,3,1500,True,100,0.2
1515,0.35000000000000003,0.8499999999999999,3,2,3,1500,True,100,0.2
1514,0.35000000000000003,0.8499999999999999,3,1,3,1500,True,100,0.2
1525,0.35000000000000003,0.8999999999999999,3,1,3,1500,True,100,0.2
1430,0.35000000000000003,0.6499999999999999,3,1,3,1500,True,100,0.2
1485,0.35000000000000003,0.7999999999999999,3,1,3,1500,True,100,0.2
1483,0.35000000000000003,0.7999999999999999,3,1,3,1500,True,100,0.2
1454,0.35000000000000003,0.7,3,1,3,1500,True,100,0.2
1453,0.35000000000000003,0.7,3,2,3,1500,True,100,0.2
1452,0.35000000000000003,0.7,3,1,3,1500,True,100,0.2
1451,0.35000000000000003,0.7,3,1,3,1500,True,100,0.2
1450,0.35000000000000003,0.7,3,1,3,1500,True,100,0.2
1449,0.35000000000000003,0.7,3,1,3,1500,True,100,0.2
1448,0.35000000000000003,0.7,3,2,3,1500,True,100,0.2
1447,0.35000000000000003,0.7,3,1,3,1500,True,100,0.2
1446,0.35000000000000003,0.7,3,2,3,1500,True,100,0.2
1445,0.35000000000000003,0.7,3,1,3,1500,True,100,0.2
1444,0.35000000000000003,0.7,3,2,3,1500,True,100,0.2
1443,0.35000000000000003,0.7,3,2,3,1500,True,100,0.2
1442,0.35000000000000003,0.55,3,2,3,1500,True,100,0.2
1441,0.35000000000000003,0.7,3,1,3,1500,True,100,0.2
1440,0.35000000000000003,0.7,3,1,3,1500,True,100,0.2
1439,0.35000000000000003,0.7,3,1,3,1500,True,100,0.2
1438,0.35000000000000003,0.7,3,1,3,1500,True,100,0.2
1437,0.35000000000000003,0.6499999999999999,3,1,3,1500,True,100,0.2
1436,0.35000000000000003,0.6499999999999999,3,2,3,1500,True,100,0.2
1435,0.35000000000000003,0.6499999999999999,3,1,3,1500,True,100,0.2
1434,0.35000000000000003,0.6499999999999999,3,1,3,1500,True,100,0.2
1433,0.35000000000000003,0.6499999999999999,3,1,3,1500,True,100,0.2
1432,0.35000000000000003,0.6499999999999999,3,2,3,1500,True,100,0.2
1455,0.35000000000000003,0.7,3,1,3,1500,True,100,0.2
1456,0.35000000000000003,0.7,3,1,3,1500,True,100,0.2
1457,0.35000000000000003,0.7,3,2,3,1500,True,100,0.2
1458,0.35000000000000003,0.7,3,2,3,1500,True,100,0.2
1482,0.35000000000000003,0.7999999999999999,3,1,3,1500,True,100,0.2
1481,0.35000000000000003,0.7999999999999999,3,1,3,1500,True,100,0.2
1480,0.35000000000000003,0.75,3,2,3,1500,True,100,0.2
1479,0.35000000000000003,0.7999999999999999,3,1,3,1500,True,100,0.2
1478,0.35000000000000003,0.75,3,2,3,1500,True,100,0.2
1477,0.35000000000000003,0.75,3,1,3,1500,True,100,0.2
1476,0.35000000000000003,0.75,3,1,3,1500,True,100,0.2
1475,0.35000000000000003,0.75,3,1,3,1500,True,100,0.2
1474,0.35000000000000003,0.55,3,2,3,1500,True,100,0.2
1473,0.35000000000000003,0.75,3,1,3,1500,True,100,0.2
1472,0.35000000000000003,0.75,3,1,3,1500,True,100,0.2
1484,0.35000000000000003,0.7999999999999999,3,1,3,1500,True,100,0.2
1471,0.35000000000000003,0.75,3,1,3,1500,True,100,0.2
1469,0.35000000000000003,0.75,3,1,3,1500,True,100,0.2
1468,0.35000000000000003,0.75,3,1,3,1500,True,100,0.2
1467,0.35000000000000003,0.75,3,1,3,1500,True,100,0.2
1466,0.35000000000000003,0.75,3,2,3,1500,True,100,0.2
1465,0.35000000000000003,0.75,3,1,3,1500,True,100,0.2
1464,0.35000000000000003,0.75,3,1,3,1500,True,100,0.2
1463,0.35000000000000003,0.75,3,1,3,1500,True,100,0.2
1462,0.35000000000000003,0.75,3,1,3,1500,True,100,0.2
1461,0.35000000000000003,0.75,3,1,3,1500,True,100,0.2
1460,0.35000000000000003,0.75,3,1,3,1500,True,100,0.2
1459,0.35000000000000003,0.75,3,1,3,1500,True,100,0.2
1470,0.35000000000000003,0.75,3,1,3,1500,True,100,0.2
880,0.25,0.4,3,2,3,1500,True,100,0.2
879,0.2,0.8999999999999999,3,1,3,1500,True,100,0.2
878,0.2,0.8999999999999999,3,2,3,1500,True,100,0.2
298,0.1,0.55,3,2,3,1500,True,100,0.2
297,0.1,0.55,3,2,3,1500,True,100,0.2
296,0.1,0.55,3,2,3,1500,True,100,0.2
295,0.1,0.55,3,2,3,1500,True,100,0.2
294,0.1,0.55,3,2,3,1500,True,100,0.2
293,0.1,0.55,3,4,3,1500,True,100,0.2
292,0.1,0.55,3,2,3,1500,True,100,0.2
291,0.1,0.55,3,2,3,1500,True,100,0.2
290,0.1,0.55,3,2,3,1500,True,100,0.2
289,0.1,0.55,3,2,3,1500,True,100,0.2
288,0.1,0.55,3,2,3,1500,True,100,0.2
287,0.1,0.55,3,2,3,1500,True,100,0.2
286,0.1,0.55,3,2,3,1500,True,100,0.2
285,0.1,0.55,3,2,3,1500,True,100,0.2
284,0.1,0.55,3,2,3,1500,True,100,0.2
283,0.1,0.55,3,2,3,1500,True,100,0.2
282,0.1,0.55,3,2,3,1500,True,100,0.2
281,0.1,0.55,3,2,3,1500,True,100,0.2
280,0.1,0.55,3,2,3,1500,True,100,0.2
279,0.1,0.5,3,2,3,1500,True,100,0.2
